date,daily_first_dose,cumulative_first_dose,daily_second_dose,cumulative_second_dose,daily_booster,cumulative_booster,first_dose_percentage,second_dose_percentage,booster_percentage,Pfizer_daily,Pfizer_percentage,Moderna_daily,Moderna_percentage,AstraZeneca_daily,AstraZeneca_percentage,Janssen_daily,Janssen_percentage,Novavax_daily,Novavax_percentage
2025-03-26,17944,42127734,26518,41516738,155838.0,26160998.0,82.6,81.41,51.3,90135,45.0,60090,30.0,30045,15.0,10015,5.0,10015,5.0
2025-03-27,17691,42145425,26156,41542894,155355.0,26316353.0,82.64,81.46,51.6,89640,45.0,59760,30.0,29880,15.0,9960,5.0,9960,5.0
2025-03-28,17443,42162868,25799,41568693,154857.0,26471210.0,82.67,81.51,51.9,89144,45.0,59429,30.0,29714,15.0,9904,5.0,9904,5.0
2025-03-29,17197,42180065,25446,41594139,154344.0,26625554.0,82.71,81.56,52.21,88644,45.0,59096,30.0,29548,15.0,9849,5.0,9849,5.0
2025-03-30,16955,42197020,25097,41619236,153816.0,26779370.0,82.74,81.61,52.51,88140,45.0,58760,30.0,29380,15.0,9793,5.0,9793,5.0
2025-03-31,16716,42213736,24754,41643990,153273.0,26932643.0,82.77,81.65,52.81,87634,45.0,58422,30.0,29211,15.0,9737,5.0,9737,5.0
2025-04-01,16479,42230215,24414,41668404,152717.0,27085360.0,82.8,81.7,53.11,87124,45.0,58083,30.0,29041,15.0,9680,5.0,9680,5.0
2025-04-02,16247,42246462,24078,41692482,152146.0,27237506.0,82.84,81.75,53.41,86611,45.0,57741,30.0,28870,15.0,9623,5.0,9623,5.0
2025-04-03,16018,42262480,23747,41716229,151562.0,27389068.0,82.87,81.8,53.7,86097,45.0,57398,30.0,28699,15.0,9566,5.0,9566,5.0
2025-04-04,15790,42278270,23421,41739650,150963.0,27540031.0,82.9,81.84,54.0,85578,45.0,57052,30.0,28526,15.0,9508,5.0,9508,5.0
